No,Filename,Width,Height,AspectRatio,PixelAspectRatio,RatioSource,UsageCount,DisplayRatioVariants,AssetKind,SvgRenderable,PptxNativeSupported,SizeKB,Category,ImageArea_SxS,TextArea_SxS
1,source_image.png,1280,720,1.78,1.78,pixel,1,,bitmap,True,True,1339.9,Wide landscape,812x457,328x600
